coffee_shop_name,review_text,rating,num_rating,cat_rating,bool_HIGH,overall_sent,vibe_sent,tea_sent,service_sent,seating_sent,price_sent,parking_sent,location_sent,alcohol_sent,coffee_sent,food_sent,hours_sent,internet_sent,local_sent
Third Coast Coffee Roasting Company ," 7/9/2016 This place is awesome. Good vibe and tasty coffee for just $9/lb. I was looking for honey processed coffee after a friend was raving about it and Third Coast Coffee definitely didn't disappoint. Go support your local coffee roaster, grab a free sample and take a tour. ", 5.0 star rating ,5,HIGH,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company , 12/7/2015 Friendly and knowledgeable service plus $9 per 1lb bag coffee of many varietals. Too bad we couldn't take more home to SF! , 5.0 star rating ,5,HIGH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 12/1/2014 DELICIOUS COFFEE.  This isn't a coffee shop, it's a roastery. In other words, don't go expecting to sit down and have a cup of coffee or work. However, if you want to buy some delicious freshly roasted local coffee, then this is your place!!  Light roast recommendation: Coyona Natural Medium roast recommendation: Moka Java Dark roast recommendation: Double French will blow your mind.  For bulletproof style: I used Moka Java to make some butter and honey coffee this morning. It. Is. Awesome. ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1
Third Coast Coffee Roasting Company ," 9/24/2015 This place is great.  Friendly service, excellent selection, almost half the price as stores.  Grabbed a bag of Mixtlan ( Mexican Fence Roast ), a bag of Honey Processed Honduras, and a thing of Cold coffee Concentrate.  It's hard to for 26 dollars.  I know for a fact my nearby specialty market sells their stuff for 15.99 a pound. ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company , 3/15/2016 My husband and I love coffee and I was thrilled to find Third Coast Coffee.  Their coffee beans are really good and their customer service is amazing.  Their price are also very reasonable for the quality of coffee you get.  Thank you Third Coast! , 5.0 star rating ,5,HIGH,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0
Third Coast Coffee Roasting Company , 1/25/2016 3 check-ins Excellent roasters in South Austin.  Super good price.   good location.   Check in on yelp and save a buck on a lb..  That's 8$ for fresh local roasted high quality coffee..try one of their natural wash coffee.  I like the Ethiopian sidamo , 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company , 8/26/2015 Amazing coffee roasters. Creating delicious coffee roasts at an affordable price. I usually buy 6lbs when visiting as there isn't anything this good that i can afford in SF.  Love the coffee and the customer service. , 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Third Coast Coffee Roasting Company , 12/10/2014 Double French is dope! Great price for coffee like this. Keep up the good work.  (Coffee haiku review) , 5.0 star rating ,5,HIGH,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Third Coast Coffee Roasting Company ," 6/14/2015 I will tell u what..... The reviews here are not lying! Very helpful and knowledgable helped me out when I was there. I am kinda a snob when it comes to coffee. I usually drink Kona from those way bad price websites. 45$ a pound. Well, after seeing all the great reviews on third coast , I could not resist. coffee, the guy who helped me, steered me in the right direction as far as what I would like with my tastes. I finally tried it this am.... WOW I will never buy coffee from anyone else. VERY SMOOTH!!! It was one of their best sellers. The Ethiopian Sumatra I think. I am sooo ok with priceing 9 $ per pound vs 45! I WILL BE BACK. Also, u can buy it in 5 gallon buckets which is what I plan to do!!! ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 2/6/2014 I love Third Coast. They're the best neighbor, ever. The coffee is superb, the service are incredibly helpful and bean-nerdy, and the price is right, especially if you take the extra time to buy direct from the roasterie. They have a coffee bar area right when you parking in, and usually have a free coffee coffeeed to try while you're buying.  Just so you know: No, they are not a coffee shop, they are a local roasterie and only do distribution of ground and bean coffee by the pound to other businesses, or individuals that stop by/order.  I love dark roasts, and the Double French is amazing. You rock, Third Coast! ", 5.0 star rating ,5,HIGH,1,1,0,0,3,0,-2,0,0,0,1,0,0,0,0
Third Coast Coffee Roasting Company ," 10/8/2015 I haven't been to the storefront, but I love their beans!!!! ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 3/20/2015 Their in-store price is much more affordable than what Whole Foods, Central Market, or Fresh Plus charges. Double French Roast is amazing, this is really good quality with tons of flavor! My hubby drinks it every morning. ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 7/28/2013 TO MY HOUSTON PEEPS:  I just drank some of the best coffee I've ever had!  I'm not a coffee connoisseur by any means, but I do like good coffee.  I usually stick to basic medium-roast blends, and not a fan of vibeificially flavored coffee.  I recently heard good things about  Austin's Third Coast Coffee, and you could get it at Whole Foods in Houston where I live.  I finally found it at the Alabama/Kirby location in 12 ounce packages.    Just by the look of the package, you could tell it was local roasted and packaged.  When I picked up a package, you could smell the wonderful aroma of the coffee beans through the package...it smelled like heaven!  I looked on the bottom of the package and saw the coffee was roasted on July 23, 2013...and the date I was in Whole Foods was FOUR DAYS LATER...Saturday, July 27!!  No wonder it smelled so fresh!  I ended up purchasing the Columbia roast.  On the package you will find a description of the specific coffee roast, the batch lot number and the actual farm in Columbia where it was grown.  You can even trace your coffee on the Third Coast website.  I only drink coffee in the morning, so I couldn't wait until the next morning (Sunday) to try it.  Wow.  This had to be the smoothest-tasting, well-balanced coffee I ever had!  It was a true medium roast with a slight parkingamel, buttery taste that lingered on your taste buds after you drank it.  And I don't have a fancy-schmancy ultra-expensive or exotic coffee maker or grinder.  I have a ten year-old Krups ProAroma coffee maker, and a $20 Krups grinder.  When using freshly ground coffee beans, I do use Melitta #4 super premium natural brown cone filters (instead of the Krups gold filter) that doesn't leave sediment at the bottom of the pot.  The 12-ounce bag at Whole Foods sold for $12.49.  But when you consider it was just roasted four days earlier (in Austin) and how wonderful it tasted, it was well worth it!  I can't wait to try some of the other varieties! ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Third Coast Coffee Roasting Company ," 12/30/2011 9 check-ins Unroasted green coffee beans at $5.50/lb. Roasted beans at $9/lb.  The guy asked me what kind of coffee I like. I said: Funky, earthy, leathery, aged, monsooned. He then recommended the Ethiopian Sidamo dry-processed, which I grabbed 2 unroasted pounds of for a great price. They had some of it coffeeed up - it smelled and tasted like goat food - how's that for funky?! I love it. I also bought a half-pound of the roasted wet-processed Sidamo, which wasn't funky but had very bright notes, like eating ripe fruit - great stuff.  While they don't have a huge selection, what they do have is top notch. It's worth a visit here to get the beans at a good discount. ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0
Third Coast Coffee Roasting Company ," 11/24/2013 The new double French roast is my favorite. Previously it was the Italian roast. The flavor of the double French is amazing, the spices and earthy undertones are so clear, yummy!  I enjoy all the coffee Third Coast Coffee produces! Double French Press Roast is amazing! ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Third Coast Coffee Roasting Company ," 4/22/2013 Love Third Coast! Be aware this isn't a coffee SHOP, but it's pretty much the only place I go to buy whole bean coffee in Austin.  Really friendly vibe, and they have a great selection of beans. Everything is roasted fresh. So fresh, that I usually have to wait a day or two to start coffeeing!  Can't be beat, especially for only $9 a pound! ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Third Coast Coffee Roasting Company ," 8/27/2014 Amazing coffee fresh roasted on site. The place smells soooo good when you parking in. It's not a coffee bar, like some may expect.They are working roasting beans, so that's probably why they seem occupied and not waiting for someone to come in and order coffee. Although you can. It's a wholesale roaster, but if you take the time to pop in, you can get top quality whole bean coffee at a great price, right from the source. I'm a fan! ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,2,1,0,0,2,0,0,0,0
Third Coast Coffee Roasting Company , 9/19/2014 Love this place. Okay its not a Starbucks or a place to sit and chat with friends after ordering a fancy drink. Just great quality coffee for tasting and buying. I don't understand the bad customer service reviews posted here on Yelp. I had the exact opposite vibe. service greeted me and asked if I needed help. He listened to my preferences and recommended a great coffee at a fantastic price. I even received a free cup of phenomenal coffee. It does not get any better than this. , 5.0 star rating ,5,HIGH,1,1,0,0,-1,0,2,0,0,0,2,0,0,0,0
Third Coast Coffee Roasting Company ," 9/10/2011 Third Coast Coffee is the best!  A friend from work (Thanks Judy) turned me on to Third Coast.  Finished the gift pound, then went to their South Congress location for more.  It's addictive.  They didn't have the coffee that I wanted available there, but there were plenty more to choose from.  I bought a pound of Italian Roast, and a pound of Mexico beans.  We were looking for something I would like, and they let me smell the Mexico beans.  I stuck my head in the bucket (if that paints a weird picture, it was really over the bucket, not deep inside), and didn't want to take it out.  It was a smell directly from heaven.  Needless to say, both the Italian and Mexico beans are being thoroughly enjoyed and appreciated.  I recommend going by their store.  Great vibe, great buckets.  Their coffee is unbelievable. ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company , 7/2/2014 We waited for about five minutes. Greeted by a few service waking about the store. No one asked us if we wanted a drink. Poor customer service. Felt like I was intruding on their space. Do not recommend I you want good customer service. , 1.0 star rating ,1,LOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 1/30/2011 I've been drinking coffee since I was 8 (it's okay, I'm South American).  I like a nice dark roast and I drink it black.  One problem that you can encounter is bitterness when you drink your coffee in this fashion.  When I met Linda who had a stand set up at Fresh Plus, that was how she got me.  ""Our dark roast is not bitter.""  She's right.  It's not.  I sampled and purchased the Italian Dark Roast and I'm a happy woman.  I have a coffee maker that has the grinder built in and every time I pass through the kitchen to the back of the house I will stop dead in my tracks as the scent of the beans reach my nose.  It's so arresting.  I've actually forgotten why I was headed to the other part of the house thanks to the beans.  I need to stop by one day and check out the facility as I would love to see it.  Meanwhile you can buy it at Fresh Plus and also online.  I'm sure they are in other stores too, but this is what I know.  Happy coffee drinking. ;) ", 5.0 star rating ,5,HIGH,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 3/22/2013 These guys are boss. No, they're rad. Everything about this place convinces you of your (my) highschool belief that you can relax and work hard at the same time...and that work can be a place you'd want to hang out. The coffee selection is wonderful, and these folks appreciate it like fine alcohol or microbrew. They will send you home with a sample of anything, they'll pull you an esspresso while they chat you up and though everyone here is ""over caffinated"", no one is out-of-their-minds-talkie to make you run away in horror.   This is not a coffee shop, its a coffee buisiness with way less 'tude than most coffee shops. They also sell wonderful gifts in the form of beautiful, handmad coffee mugs (i now own 3) and accesseries. All this AND fairtrade, local, and delicious. ", 5.0 star rating ,5,HIGH,1,-1,0,0,0,0,0,0,0,2,1,0,0,0,0
Third Coast Coffee Roasting Company ," 11/17/2012 There are some businesses with vibe so honest and committed, with business practices so sincere, and with products beyond compare, that you feel compelled to share such gems with others.  Third Coast Coffee is a shining example.    From their modest storefront, you'd hardly expect to leave with cherished black gold in a cup, but that's precisely what you'll get.  You may also come away with an thoughtful discussion, and make a friend or two, but that's just part of the total vibe that Third Coast has to offer.   They even gave my 6 year old son a lesson in coffee roasting on one visit, which not remotely the type of education you'll earn at your local Starbucks.  I luxuriated in several of their outstanding coffee before landing on the El Salvador, which is an intoxicatingly deep and satin-smooth coffee that sits on an entirely distinct, divine plane from other beans.  No matter how challenging my day may look in the morning, just the thought of this coffee (freshly ground and paired with my Aeropress) is enough to put a spring in my step and throw a sanguine outlook on my day.  If this all sounds like too much, then you probably just haven't had the chance for such an vibe yet through Third Coast.  I hope you do.  UPDATE 1/2/13:  I'm a scientist, so I love to experiment.  I had read raves about super high-end ""Bulletproof"" Coffee, which seems to be almost universally lauded.  Stuff costs $23 for 0.75 lb (with shipping).  So I tried it ( using my Aeropress, of course).  It was good, yes.  But the El Salvador totally BURIES it....at $9/lb.  As an aside, I noticed that the guy that hawks Bulletproof coffee also recommends Third Coast ""site unseen"":  bulletproofexec.com/3-stâ€_ ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Third Coast Coffee Roasting Company ," 3/28/2014 1 check-in love their coffee and the shop...it's not a coffee shop though! Didn't know all about fair trade until i discovered this place...Makes me feel even better every time sip my coffee knowing that they price off good to the farmers, it's local and fresh! roasted right in the store! ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0
Third Coast Coffee Roasting Company ," 8/24/2014 I love Third Coast Colombian Coffee!  I initially discovered it while having food at Kirby Lane.  I have been buying the beans in bulk and this has completely broken my Starbucks addiction.  Thank goodness, because I had been burning a hole in my wallet on a weekly basis!  This stuff is amazing.  Third Coast knows coffee. ", 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 7/10/2013 If you enjoy good coffee (not the stuff that comes in a ""stay fresh"" can) You must buy your coffee from here! Not only do they give back to the farmers that grow the beans, they are a local roaster so the coffee is fresh when you get it. Not to mention it tastes wonderful.  If you are crafty, they also have coffee sacks to take home! We made a pillow with one ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Third Coast Coffee Roasting Company ," 3/2/2015 For those who love to coffee at home, this is your spot. Great local roasts and friendly service. They also sell a (limited) amount of coffeeing supplies there, and I noticed they sold a variety of Monin syrups, which put them over the top for me. ", 5.0 star rating ,5,HIGH,1,2,0,0,1,0,0,0,0,0,2,0,0,0,2
Third Coast Coffee Roasting Company ," 4/9/2013 I'll never buy beans anywhere else again.  I was a dutiful Starbucks drinker (I know, I know), until I read about things like single-origin coffee, and how the health of the bean makes a huge difference. And while I'm lucky enough to live in Austin, I'm north enough to where I order my beans and have them shipped to me.  They're absolutely magnificent. The beans are fantastic, I got my order in two days, and every detail down to the bags is just perfect.  And, the wildest thing: when they say ""laden with sweet fig, plum, and smooth chocolate flavors"", that's not hyperbole: you can smell and taste those flavors like nothing else. Third Coast is turning me into a coffee snob, I just know it.  Update: well, it has been a few years since I wrote that review... and I'm just about to put in another order. I'm a diehard fan, and happy as can be. ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,-1,0,0,0,0
Third Coast Coffee Roasting Company ," 8/17/2012 1 check-in The guy working was really nice and helpful when I came in the other day -- he asked me what kinds of roasts I like, and helped me choose a few of their roasts that would be similar.  He let me smell a bunch of their different roasts to help me decide, and he was also very helpful about explaining how their business works.  They primarily sell wholesale, but if you find a particular roast of theirs that you love you can call in advance and they'll set aside enough for you so it'll be there when you come in.  Also, maybe it's just more sticker shock for me, but coffee here is really good price!  The highest quality at the lowest price?  Count me in. ", 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 1/29/2013 After the demise of Little City, I was worried I'd never find another local coffee roaster to call home. Anderson's is okay, uses good price bags and relies too heavily on their location clientele. Other coffee roasters in town seem more like a business designed to turn a profit than a small company producing a quality hand-crafted product.    Two years ago, I was relieved to find exactly what I was looking for in a local coffee roaster - fair or direct trade beans, roasted according to the bean (not the roast), fair price (they're actually good price!) and someone at the counter that knows your face. I french press every morning and get excited when I have a fresh bag from Third Coast. I can't speak to the flavor note descriptions, but I know good coffee when I taste it and know my preferences. I skew towards Central/South American beans. I've bought their Guatemalan beans (try the new one!) more than most. The Mexican is light, bright and perfect for mornings - Kerbey Lane uses it. The Peruvian is delicious - they use it in the Briggo automated coffee machine at UT, where I work. When they have it in stock, the Nicaraguan is wonderful.  I recently moved from 78704 to Hyde parking and can't make it to their humble store front on South Congress now :( It smells incredible inside! They always have a parkingafe of fresh coffee and paper cups for vibe to take sample on the road with them. Thankfully, I can order online and pickup at the Hope Farmer's Market on Sundays. I'm currently enjoying their ""Special Purpose"" blend. ", 5.0 star rating ,5,HIGH,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0
Third Coast Coffee Roasting Company ," 3/25/2012 TCCRC. That is one mean acronym for a rather simple name. Third Coast Coffee just sounds a little sleeker. I mean, I can't even begin to comprehend where that term comes from or, much less, how to discern what it is referencing.  So, let's get down to business. This local roaster (you can buy the goods at the SoCo shop) cranks out a hodgepodge of caffeinated offerings. They roast all different styles and origins, but the hands-down winner is the Mexico.  The Mexico is rich, smooth, and, though it provides no hint of bitterness, provides a great kick alongside the rather sweet chocolate notes.  Yes, many coffee roasters now are ""fair-trade"" etc. and supportive of the vibe and humanitarian in their efforts, but few offer the cool little ""lot"" feature as this fine institution does on their website. You can see why they claim to be very ""cooperative"" in production, sourcing, and pushing (hehe, I like using the term ""pushing"" now, with all the deal-busts and what not). ", 5.0 star rating ,5,HIGH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 7/24/2013 1 check-in Third Coast has ruined good price coffee for me forever.  In years past, before kids and mortgages I bought good coffee.  However, the last few years bad price coffee was a luxury that wasn't in the mix.  Thankfully, Third Coast provides not only great coffee but fair price as well.  I purchased a Living Social deal and came in to redeem the offer.  We picked up a pound of El Salvador and Double French.  I am not a coffee expert by any means so these varieties were both suggestions of the service.  Both are great, but as I only have a basic coffee coffee maker I think I prefer the El Salvador.  I don't know how much more I can say for their coffee, it is incredible.  Go try some samples and give them your business.  Quick tip: check in on Yelp for a discounted pound of coffee. ", 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0
Third Coast Coffee Roasting Company ," 8/15/2011 Best coffee I've found in Austin yet. Great price if you buy it from them directly. Really friendly and helpful service. I like to go in and ask for a recommendation. Everything they've suggested has been fantastic.  Best if you can sneak in before they start roasting. Even though it's fun to see the process, it's mighty hot! ", 4.0 star rating ,4,HIGH,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company , 11/17/2014 Third Coast Coffee sells spectacularly wonderful local coffee sourced directly from coops that they visit regularly. It's only $9/lb if you stop by their location on S. Congress. I've bought coffee from them for years and never been disappointed. So yummy! , 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Third Coast Coffee Roasting Company ," 2/20/2011 1 check-in Great FRiGgen CoffeE!    Rockin place for the standard mobile caffeination or the home coffee hermit fiend with a lazy eye.  This place is multi-purpose.  The menu are countries where you can select your roast or ask the kind sirs behind the bar ""suggest a medium roast that kicks like a baby deer"" and there will be no hesitation on what they put in front of you.  my kind of place... ", 5.0 star rating ,5,HIGH,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0
Third Coast Coffee Roasting Company ," 12/19/2012 4 check-ins The best roaster in Austin. They are passionate and knowledgeable about their product. They know their growers and each process the bean goes through before it is roasted. And at $9/pound, it's a great deal. You will not be disappointed. ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Third Coast Coffee Roasting Company ," 1/27/2012 I created a Yelp account specifically to comment on Third Coast.  I dropped by earlier today, after some Googling, just looking for a new place to buy java.  I don't know all that much about coffee.  I only know what I've narrowed down so far in my (limited) vibe- I like higher altitude, water-processed coffee, and that's about it all I know.  I really dislike over-roasted beans (ahem, superchain coffee empire).  I like something with lower acidity that I can drink a lot of.    I can't hang in most conversations with vibe who know every little detail about coffee, alcohol, tabacco, all the finer things, yada yada.  I can't tell if I taste hints of leather and giraffe essence.  I just try stuff, and stick with what I think is good.  Well, these guys are experts in every little detail and more, but were not at any point snooty or condescending.  They were very friendly, hours, and laid back.  They recommended their Peru based on what I said I liked (which, btw, was just roasted yesterday), talked a bit about their ""from the ground up"" Fair Trade business model, and the service had just gotten back from a trip down South (America) to tour and spend time with a lot of the co-ops from whom they import.  Their hands are physically in every aspect of the business.  It was all very impressive,  but...  It was not NEARLY as impressive as when I got home, ground up that Peru, and had a (few) cups.  HOLY SCHNEIKIES.  Probably about the best cup of coffee I've ever had.  Seriously.  That might speak to my newb-ness, but it was really that good.  Light but still very flavorful, and I could probably drink about a gallon of it if I didn't think my heart was going to explode.  Just so fresh and delicious.  I'm going to annoy the crap out of all of my friends and family about this place, until they've all dropped by and bought coffee.  They will thank me.  I can't wait to try different varieties! ", 5.0 star rating ,5,HIGH,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0
Third Coast Coffee Roasting Company ," 3/1/2012 I got a Groupon for Strange coffee that included half a pound of coffee beans.  I'd never been there before, so I headed on down and collected my prize.  It was half a pound of Third Coast's Ethiopian Yirgacheffe, and holy crap is it good.  All the way home I could smell the coffee sitting in my passenger seating, filling my parking with delicious, spicy, amazing goodness.  If it had not been 1am on a weeknight, I think I'd have coffeeed a pot then and there, just based on the smell.  I could not bring myself to put this coffee in my grinder without cleaning out the previous batch of beans.  I ground up what I THOUGHT was two or three days' worth of coffee to take to work.  I will be grinding more tonight to bring tomorrow.  Today I've had twice as much coffee as even my sleepiest day.  I can't stop sticking my nose in my coffeecup, and then the coffee is RIGHT THERE so I have to have a little sip, and then I'm out of coffee so I have to fill my cup again, and the cycle continues.  When I die, if I have lived a very good life, I expect to find this coffee waiting for me. ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 8/22/2009 I've never visited the store. However, I got hooked on their coffee several years ago when they sold it in bulk via Central Market up in Dallas. I now mail order directly from their web site.  Third Coast has really excellent coffee. I keep Double French Roast on hand at my house at all times. Dark, tart, and smart. :-) ", 5.0 star rating ,5,HIGH,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0
Third Coast Coffee Roasting Company , 5/3/2012 I am so excited to discover this place! The price is right and very good location to order online and go pick up if you live on the south side. Have really enjoyed the varieties I have gotten so far. , 5.0 star rating ,5,HIGH,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 2/1/2011 This place is the mosquito's tuxedo!  I came here looking for a good medium roast Sumatran and now I come back for whatever they have freshly roasted.  I've learned a lot about coffee beans, coffee farmers, coffee makers and the ""weirdos"" (i mean that nicely :) ) who work in the coffee business.  If they have the coffee machine turned on when you're there (which is rare, I think) ask them for a Miami Vice or a Chocolate Rain -- they've come up with some weird but very tasty drinks there.  I heard their roaster's been roasting coffee here for 16 or 17 years, but I just heard of them from a friend a few months ago.  This place is wicked, dope and fresh (as my friend Melissa would say...)  Drink up!  My favorite is the Ethiopia Yirgacheff but I've liked everything I've tried here.  Oh, local, fair trade, farmer friendly, etc. etc. etc. ", 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 5/8/2013 Seriously amazing coffee and awesome service, couldn't ask for more. I love that you can look up info on the coffee purchased with the given lot #. The price to quality ratio here is definitely high, coffee snobs please come hither ", 5.0 star rating ,5,HIGH,1,0,0,0,2,0,0,0,0,0,-1,0,0,0,0
Third Coast Coffee Roasting Company , 9/16/2010 Updated review YEP still the best coffee in Texas and they sell it wholesale at the roasting shop on Congress. , 5.0 star rating ,5,HIGH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Third Coast Coffee Roasting Company ," 9/5/2010 this review was based on Linda's stewardship.  unknown now.  Best Coffee you can buy!   local owned and roasted; Internationally savvy, local and Fair Trade. What more do you need to know?    : )  Look for tastings at the store. ", 4.0 star rating ,4,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Third Coast Coffee Roasting Company ," 1/3/2012 I found Third Coast thanks to a coupon from Home Run.  I'm enjoying a cup of Colombian as I write this and it is fabulous.  It's so much fuller in flavor than other coffee.  Also, if you like the coffee at Kerbey Lane, you can buy their blend at Third Coast.  The service at Third Coast were very friendly and knew their coffee.  As has been said in other reviews, just tell then what you like and they will recommend a coffee you will love.  So go by their South Congress location if you can or visit them on line.  You'll feel good about buying Fair Trade coffee and you'll love the coffee you get. ", 5.0 star rating ,5,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Bennu Coffee ," 11/10/2016 Bennu Coffee service up some delicious coffee and food, as well as having plenty of study/sitting space for the social and college studying life! Iced coffee is always my favorite, and this place does it right (better than Starbucks for sure).  I like how this place is relatively close to location (even though I live in West location), and it's  24/7 (for all you night owl's out there...). The vibe is nice and homey, which helps to create a calm vibe for studying and socializing.  Now, I know a main concern about places like these is a lovely necessity called ""power plugs"". I can definitely say that there is plenty to go around to plug in all your electronic needs. They have cords you can pull from the ceiling, in the walls, extension cords and other accessible power plugs overall. So, you never have to worry about not having enough for your friends and family ", 5.0 star rating ,5,HIGH,1,-2,1,0,0,0,0,0,0,0,1,1,0,0,0
Bennu Coffee ," 10/9/2016 Heard a lot about Bennu and was told this was the place to go on my hunt for good coffee in Austin.  Went in mid afternoon on a Saturday.  Short line but most of the seatings were full.  While I waited heard the service making some snide remarks about vibe and their coffee order, attitude, etc.  Almost turned around and left.  I 100% get dealing with the public sucks and am all for good humor, sarcasm, and wit.  Might be saying she went a little too far..  Finally my turn and was a bit apprehensive that I would say/do something to turn the wrath on me.    Ordered the Iced Bennu which was worth every sugary calorie in it.  Also ordered a piece of banana food which was great.  Found a place to sit and watched the show as vibe.  Great coffee.  Great vibe.  Will I be back?  Pretty sure the answer is yes.  Will just mind my P's and Q's if I do so that I don't get called out. ", 4.0 star rating ,4,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennu Coffee ," 10/9/2016 I've had The Raven iced and hot. Prefer Iced for that one, get a bit more for your money.  Their traditional chais are delicious! vibe is vibe, laid back. Great study place. Gluten free options limited, but lemon poppy seed food is great! ", 4.0 star rating ,4,HIGH,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Bennu Coffee ," 12/1/2016 We had an early drive and so came to this coffee shop since it was one of the few places that were hours at 6am. I had an coffee while my friends had the milk-based coffee. We all thought that the coffee tasted weak. Guess it's a good place to be at if you need coffee at an odd hours, or just looking for a place to chill with WiFi. Otherwise, you're better off getting a cuppa elsewhere. 6.15am coffee run ", 2.0 star rating ,2,LOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennu Coffee ," 9/10/2016 3 check-ins THIS PLACE IS AWESOME! First of all, they are hours 24/7. That's a plus when it comes to finals.  Second, they have affordable coffee that taste so good! I love how their coffee drinks are named after popular books. For example, Pride and Prejudice, Moby Dick, Scarlet Letter. Even just their regular house coffeeed coffee taste great! My top two drinks I order is the regular hot coffee and regular ice coffee with hazel nut syrup!  Third, the interior design and vibe is perfect for a chill hangout, casual date or just to go study. There are a bunch of seatings and seating. However, every time I got there it's always packed so you kind of have to fight for your seating. If you smoke or just love nature they have outdoor seatings too with cute lights hanging outside.  Overall I love this place and definitely recommend! ACAI smoothie! Peach, Pear, Apricot Smoothie $4.60 See all photos from Sara C. for Bennu Coffee ", 5.0 star rating ,5,HIGH,1,0,1,0,0,-1,0,0,0,0,2,0,0,0,0
Bennu Coffee , 12/3/2016 Very rude vibe that work here. I came in from Portland Oregon and was excited to try the place out. Very disappointed in how they treated me and my friends. , 1.0 star rating ,1,LOW,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennu Coffee ," 10/3/2016 1 check-in Fairly nice sized coffee shop in east austin.  This is my 2nd ever coffee shop to visit here, but the best thus far.  The interior is pretty welcoming and has many seatings, seating and couches to choose from.  Electrical drop cords hang from the ceiling so you don't have to sit along the walls to power your devices.  I chose the iced coconut coffee raven and a cinnamon roll to food on while I was waiting for the Franklin's line to shorten.  This was a perfect start to the day.  I'd come back again if I was ever in the area. ", 4.0 star rating ,4,HIGH,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
